Gene ID,0 nM,1 nM,5 nM,10 nM,15 nM,20 nM,50 nM,100 nM,500 nM
YCL022C,0.40243473,0.312680769,0,0,0,0,0,0,0
YER154W,73.60258038,86.38065073,67.73695458,74.48720592,80.51232057,69.04325771,67.82602834,65.47382657,68.84289541
YGR109W-A,4.99120597,15.3274535,35.48132605,60.01677792,159.2697807,117.9972672,304.3513785,305.1908465,399.8455249
YNL273W,26.21348935,28.3840259,28.93849865,25.60177254,15.40874146,15.23028651,10.43101788,9.944294505,10.77531425
YOR236W,43.57227367,41.58900427,41.32462166,45.34452649,38.05108118,34.04255319,38.46847388,33.94632397,35.24713415
YGR084C,70.77954105,68.58417918,65.51061742,65.86910949,59.08051588,61.47036101,53.02143081,53.99834267,54.40773154
YDR343C,0,0,0,0,0,0,0,0,0
YDR343C,0,0,0,0,0,0,0,0,0
YFL068W,0,0,0,0,0,0,0,0,0
YNL023C,36.02082555,36.51953795,35.25290286,31.66431395,33.95776131,33.69589965,28.51652861,25.98675543,24.09913534
YKR005C,18.572265,17.31616978,20.3588325,21.03909489,19.42873355,22.4399576,17.62310668,16.59147169,15.59377347
YGR016W,12.13812095,10.13479274,8.369290284,8.333106582,7.45447446,9.373605118,3.855347367,6.375310265,8.615614365
YNL275W,19.16798946,19.26782274,18.14045013,17.93706844,18.60274053,16.03738778,15.83589502,14.24007645,12.70014599
YJL206C,9.4247703,11.39100436,10.51677074,9.659242442,8.519711311,10.43263658,9.055662137,8.153574898,7.939286114
YHR076W,38.16864271,35.10008539,35.96577572,34.44479832,32.51621295,28.99977285,27.46763498,28.04581923,31.42195298
YNL052W,243.6694278,221.8100398,206.3429793,208.2682715,194.677208,194.5816218,179.5705394,164.0081987,176.8319028
YKL192C,96.48025728,138.3923423,105.3483078,119.4666061,131.9527663,102.2631074,116.9898511,119.9437683,139.4343106
YER143W,46.09223281,40.57069444,34.95086198,35.55197851,38.76183183,44.73710334,45.04700586,52.11339673,64.0286644
YIR035C,26.44928519,34.14523105,30.40176748,28.39346466,22.05862811,22.83613679,24.31291049,20.89573769,19.62006945
YPL175W,24.52077869,21.86835252,23.95684363,22.68445128,23.32657907,22.0062458,24.43306562,27.29033133,30.13889241
YBR251W,52.54323871,50.94359044,58.49334962,56.06822618,56.64600646,55.78479058,48.15216083,47.93754423,49.61056816
YDL063C,77.02453766,67.45642574,71.17908754,70.84136132,72.67988681,72.12560276,62.54276185,43.39106623,36.72278379
YOR329W-A,0.495822694,0,0.848349113,0,0.485755228,0,0,0,0
YOR071C,19.79066896,23.3117789,20.87973274,19.82355949,19.84104553,20.56579633,15.72621092,14.34847112,13.94840462
YJL166W,224.0385317,197.3191808,214.7637599,202.4305365,217.3446772,199.8801319,226.0808276,251.6721072,241.4900078
YGR252W,38.10391763,37.35812155,35.08460633,30.0162545,26.01570949,30.19695772,26.04332452,27.34009729,29.42307423
YCL068C,0,0,0,0,0,0,0,0,0
YNL073W,52.23277127,54.17329871,57.64973558,55.04824453,50.58537015,51.60496864,48.78240107,55.03976916,61.72033566
YLR154W-A,0,0,0,0,0,0,0,0,0
YPR128C,52.44406142,51.93481691,44.50606361,45.57975075,39.3323792,42.72582107,39.13998696,41.50489347,45.81596145
YGL075C,14.43470745,17.16921228,14.48320863,12.46273725,6.634338814,8.195971534,6.053193716,5.783399831,4.590549471
YDR339C,89.23937095,83.76987058,86.3154221,69.75169763,68.33611376,89.29439479,69.61307354,59.38935777,62.79253563
YLR435W,76.92243095,79.60183424,80.03149534,72.52363324,75.03146879,73.51977654,64.88480884,53.71838955,48.92188805
YPL095C,19.59078704,16.22060016,15.9186209,13.20685052,14.00570603,15.34399752,11.5153879,14.96527819,11.84070505
YKL162C-A,1.363512408,1.059411815,1.749720045,3.199877125,4.007480631,1.119820829,2.232043212,2.665699906,2.701826435
YJL026W,265.5062293,281.0984462,283.2590989,265.5422969,260.4539316,245.3108087,252.189236,253.6554638,262.5391111
YCL004W,10.59444785,14.40529292,9.856569914,11.37479643,10.57394463,11.69193121,10.83931528,11.23647868,10.89017326
YPL038W-A,13.02118656,5.901644873,13.92447365,9.167396663,7.441464906,10.24841261,9.325499913,6.788463007,1.075072299
YGL074C,0,0.493958883,0,0.29839345,0.311419763,0,0,0,0
YGL170C,2.505083231,2.076139833,2.000217166,2.273176207,2.86325503,1.44015636,2.392117222,2.350799337,3.805634656
YJR063W,112.4228639,98.24147755,111.6974246,101.9207547,96.94488952,103.3918393,90.89211511,74.58868745,66.99382894
YOR074C,45.69109194,57.08305585,66.05288887,60.45177056,19.10495507,25.97886308,11.13579546,14.18595661,13.47957171
YOR278W,28.06824091,21.61353825,23.58348984,23.64271969,21.72858905,24.90416527,20.81980815,21.06773227,22.0981306
YIL056W,24.80145358,24.38080301,18.68067394,18.32154411,19.91368974,21.21017557,18.00499374,17.4133171,16.98692541
YGL224C,38.89087172,43.2219889,38.53540203,35.81430169,37.61891556,33.15308031,38.78241354,46.1007788,47.06697167
YPR073C,110.036857,90.64196424,99.07143379,109.5110113,105.5000262,106.5145865,108.6015582,110.1104446,121.9331485
YDR503C,19.99597565,22.47393024,28.51081044,27.15235541,20.20600266,20.65688907,22.33668487,25.47166842,25.16895596
YOR019W,2.97832911,3.59968029,3.0332738,3.683362209,4.631516544,5.163845318,4.565913214,9.242390186,12.64632264
YLR108C,45.66128854,36.03018136,31.94409965,28.3750257,25.6420083,27.04478745,24.10055169,21.96961186,21.28082372
YML080W,53.48487381,49.03134585,50.08063121,45.00270935,39.13941219,42.65363175,28.36152469,25.43971171,25.20287507
YBL108W,0,0,0,0,0,0.279037321,0,0,0
YLR214W,27.61708335,25.17080187,26.33753357,25.35793888,23.26154453,24.953522,22.35727167,16.05010149,15.05153406
YMR180C,24.4525115,27.28480989,23.31504991,20.62823074,23.9560138,23.26712965,25.56872786,27.96712683,29.02918714
YPL028W,173.6357808,190.2476855,188.7942076,187.5577476,192.7745616,163.3103252,205.0941646,247.3127605,277.6194433
YBR198C,55.96546922,59.88241272,54.16829468,53.71306263,54.19353745,52.32124463,55.86070083,52.82981089,52.36311032
YBR289W,8.581546624,12.14989773,8.516119938,8.628479855,8.631496743,7.361059993,5.900086254,7.098591079,7.330829767
YKR035W-A,51.64469798,45.63407764,52.70057985,46.73696752,47.95052828,46.85009356,52.63114272,57.14843812,63.20689724
YDL070W,81.34390516,72.36291388,51.63683205,47.41964046,38.8393756,43.13063563,50.68695207,76.51170896,89.27308347
YPL034W,22.31002596,23.9763865,27.82653367,22.90004619,25.73818546,29.62455585,24.91624898,32.44752143,33.46568115
YFL002W-B,0,0,0,0,0,0,0,0,0
YFL002W-B,0,0,0,0,0,0,0,0,0
YPL209C,10.99215987,12.84740928,12.77946027,9.612976283,4.325996015,8.101695569,5.075217023,4.628602412,5.026425969
YPL174C,16.74096048,14.95372379,17.34948809,16.27492378,16.28417046,17.01474502,15.55749536,15.92136834,14.65580141
YCR084C,78.21631943,94.76812271,66.74815573,69.10658498,65.05807571,54.93555408,56.29419401,51.66552233,51.98208057
YNL097C-B,8.494011722,5.279691666,2.179979072,1.594692862,0.832154448,2.092779909,4.86658602,2.656959906,1.683104992
YKL210W,184.701373,203.2002866,185.3800117,183.7932807,200.9320022,182.1453785,202.1661885,232.3297084,247.3551106
YDR508C,184.0926657,197.5880189,167.865323,169.6838106,172.8080933,159.6118704,156.5569235,147.5033111,152.0187868
YDR364C,32.82404266,32.63019388,30.6749262,30.02968812,28.59275378,31.50243584,26.99025187,24.95734724,26.28697263
YLR257W,143.2521678,146.1790694,140.7415573,146.1664079,135.9248836,138.6396208,161.109573,207.9256976,247.2577162
YDR281C,10.23068546,3.589854047,9.599313367,7.744925525,12.28620389,9.757419705,18.63827166,20.13027904,20.2723028
YOL062C,51.56757706,50.87475095,48.86404616,52.6940579,52.99836531,56.19906239,63.71386265,63.12666538,76.70622629
YOR371C,25.58927482,31.69187367,25.18349385,25.39369254,24.76810532,26.32514557,25.60592016,27.92521099,30.72838472
YJL041W,68.16403397,76.8767155,65.98429252,63.46064538,71.68163629,67.55257513,64.57148417,63.25853114,64.71860493
YJL126W,14.25852845,14.65500547,15.17561452,13.27931673,14.18899968,14.10755861,14.24348269,10.18453321,13.34813493
YOL100W,21.10860072,24.96098296,19.45163864,20.44450307,22.33815397,21.87325837,21.74677294,23.17491316,25.43796648
YER033C,7.507338905,8.475294516,5.736337088,6.715977401,6.254812906,6.244647915,7.116278948,8.103727715,9.408713231
YGR200C,73.84405152,80.85559925,78.53575775,75.32126658,77.10758589,79.89064945,71.87631967,61.51434901,56.15139875
YER019C-A,217.7724103,236.0974901,231.6296059,242.459261,212.205641,226.2038074,194.1877595,211.428084,209.1985611
YAR069C,0,0,0,0,0,0,0,0,0
YDL185W,432.7835035,472.7738084,506.7392431,487.4705751,500.8565496,487.2638232,501.5189349,507.6739655,503.9902153
YOL122C,40.50271368,42.61203375,36.03592505,33.62705846,29.04011828,28.23738127,28.53448178,39.93209198,44.58717625
YLR289W,22.36244821,23.44379351,22.4720541,21.19286714,21.59391387,20.21111831,18.21586944,18.28254523,17.7034492
YGL038C,43.54918687,47.12545869,38.91610352,38.11448647,26.75359237,30.04101868,25.99819542,31.35839157,32.75168244
YDR261W-B,5.266191344,9.032019114,11.44656556,14.39095501,22.0510748,20.48768376,27.09119868,24.64826649,26.12630057
YAR031W,0.693930422,0.359443294,0.890482523,0.434269038,1.246374184,0.37993921,0.094662547,0.180886779,0.229172778
YDR160W,21.10619128,20.33341769,19.78911938,20.95356599,18.8519743,19.89586279,19.99415096,21.51067677,21.99485288
YMR124W,27.5996874,30.77271365,24.2377327,29.55054311,32.99223427,30.12242873,33.28590616,40.04632664,48.01635167
YNR063W,7.730808694,9.981600289,10.74722906,8.911210196,8.910397599,10.03723112,8.979596774,8.045939201,8.22256339
YKR062W,32.47538072,29.72370024,36.41405205,31.6690476,37.06716364,36.68378577,33.89264805,39.03925623,47.27374204
YJL052W,43.19519869,55.50553603,50.81084154,58.28778179,50.15106355,60.6319021,44.78847432,43.44182693,49.17432401
YHR023W,41.53316295,42.80419225,29.67850988,20.62875504,18.59906899,19.01876135,16.88730101,18.36153998,17.708964
YMR193C-A,0,0,0.459339286,0,0,0.220482857,0,0,0
YBL044W,0,0,0.481806969,0,0,0.231267345,0,0,0
YLR451W,22.79013596,24.09405155,22.66304058,21.35689418,23.12888821,21.72452408,20.12027524,19.25396961,17.1372991
YMR326C,0,0,0,0,0,0,0,0,0
YIR033W,35.45213884,40.34199602,34.49512929,33.22125648,35.15771593,36.68158979,33.51071162,37.62011878,33.98753708
Q0115,0,0,0,0,0,0,0,0,0
YGL184C,19.13797516,26.0507621,26.33556202,34.88576132,17.44129007,26.13503099,20.76423306,19.31668811,24.98754297
YLR145W,22.09566223,25.28579604,24.47101577,24.60044377,23.82850191,25.88359416,19.48702851,22.50291332,18.32776147
YPL182C,0.270566431,0.42044542,0,0.253985025,0,0.444419754,0.221455985,0.21158558,0.536132661
YER136W,143.3952163,146.2942166,157.9388134,151.4781685,160.4135838,167.7004004,180.0888238,214.0460627,234.1317048
YMR040W,5.159847784,3.006795358,7.724905094,5.852721314,8.214503865,5.650216297,10.73418292,22.02465416,24.70881934
YOL095C,12.90448724,9.79855984,11.95972166,11.10417737,12.69035533,12.24407868,14.04292093,12.42316749,13.4632521
YLR197W,460.7086878,454.0552269,456.905759,441.0200001,435.1936914,462.8573035,428.4579436,337.2092774,310.1782406
YLR161W,0,0,0,0,0,0,0,0,0
YOR142W-B,0,0,0,0,0,0,0,0,0
YOR344C,56.72834937,46.92891649,51.16514691,51.47304058,62.42204496,79.75683891,51.47219193,58.34683955,58.43355823
YPL250W-A,1.444277951,1.122164431,2.780042998,1.355766754,2.122428766,2.075765439,2.659786685,1.411799253,4.292797401
YML081C-A,301.039164,286.0767009,271.90063,278.7861661,248.4190228,296.2082491,299.9417175,282.9513867,252.3717206
YAL048C,16.47188832,17.90128857,18.0158968,18.1536691,17.97587556,18.45113233,17.57790168,20.0555032,19.52164734
YNL339W-A,0,0,0,0,0,0,0,0,0
YMR046C,17.08825535,20.95103062,16.49660411,18.9107413,21.65615857,19.05558953,20.85153833,20.41256679,19.26022112
YPL035C,0.597273447,0,0,0.280335056,0,0.245263352,0.48886249,0,0
YLR011W,16.76053165,17.08324582,13.8760407,18.27102013,12.53586405,16.42923219,18.88114467,16.63025861,19.64110347
YKR033C,0,0,0,0,0.238877277,0.200250313,0,0,0
YLR351C,106.9430052,107.6604555,116.6160081,121.623124,113.2414793,105.6291793,109.0512541,114.6561704,121.0912291
YDL198C,62.2680744,67.83994059,62.90198299,72.14836032,62.12927842,57.27225551,68.36189111,72.86167602,85.14048179
YAL026C,47.11242135,48.58238039,49.54686309,45.77987962,44.43340543,44.88644984,43.31601735,42.87981815,44.58179699
YLR068W,35.75698912,37.86873352,31.17449926,26.9380425,27.89089084,34.41664718,27.02979802,22.44109213,26.17505698
YMR279C,0,0.198558071,0.054656278,0,0,0.104940053,0.052292011,0,0
YPL185W,2.36112022,1.223017183,1.571056648,1.970152194,2.827218403,1.508214382,2.576738493,2.461891964,2.079380345
YPR033C,213.0039176,205.0194415,213.4146341,213.7705229,224.4645289,212.5583809,224.0944165,202.6426058,194.0702159
YML130C,89.34836363,79.1344915,91.37863784,86.74902839,84.05202821,84.80440882,88.83030402,119.5671239,136.1234801
Q0075,0,0,0,0,0,0,0,0,0
YJL117W,105.1785764,99.89063698,99.93552547,104.1428244,113.9010288,106.3147116,103.7768797,99.41150469,92.89659489
YJR087W,14.803849,14.26270991,17.47720365,21.95664258,16.82378535,23.10030395,20.59857022,12.73442927,11.14696392
YDR003W,38.36820358,30.32063434,33.52522668,30.6297099,25.86262289,30.83759763,26.57261571,37.056603,41.91251007
YMR162C,28.48177146,30.61849357,29.86001113,30.68997643,30.96753107,30.54925296,28.79021372,29.62670676,28.83832771
YDR019C,71.81467847,69.52984961,65.19866416,58.51143037,45.60926375,52.81976847,44.38460637,47.59760205,43.56189376
YDR421W,13.73456678,14.56728391,12.06071638,13.50680252,12.88613921,11.84685626,13.41260749,14.46282401,16.41558501
YOR110W,33.61730974,31.04798022,28.55600232,25.67736135,28.50717923,31.58117502,26.28243691,32.55131638,33.62089146
YDR312W,44.23751204,41.64788371,42.66522843,39.88255374,36.92417862,45.27334407,35.0862105,29.59259864,29.72207596
YNL084C,86.53689425,79.51749155,86.20165102,79.56438038,86.61863123,93.86852727,92.49893473,102.1270547,112.9461323
YOR043W,79.06877706,74.22848697,72.0756825,75.08928096,67.38057159,82.07519674,66.05319112,64.16376191,58.22621023
YDR050C,2564.697384,2757.594989,2939.554694,2662.709548,2682.598223,2383.320974,2867.541221,2676.511356,2539.485057
YOR072W,2.640176892,1.538508877,1.41166373,1.548985105,1.29328462,0.271039436,0.810359638,1.032322002,2.615781007
YOR117W,125.0834419,118.1796627,115.6425401,105.1090926,115.3031671,118.196058,133.3406183,151.4477334,175.104874
YDR064W,1091.210475,1076.507353,1209.919089,1161.247641,1134.625009,1066.740871,1194.955996,1095.715297,1000.252026
YKL043W,66.1328309,62.94832382,40.78014184,45.18924655,48.269497,41.70212766,44.9533503,43.90747016,51.70804555
YLR195C,51.62395624,54.30512412,52.91911158,50.66620365,49.98161894,55.09813382,53.98050373,52.70090665,55.72838197
YML068W,15.98263468,17.90512364,15.58095994,14.7240257,13.32760416,12.69880033,14.54190563,13.71936686,16.20320588
YDR315C,9.810834841,13.33981267,12.27495908,12.77830221,15.01817199,17.8270175,18.26841521,21.00256059,23.81444176
YFR014C,31.24274998,29.92284952,32.88080872,34.11928683,32.57822562,30.23181963,34.8132113,38.22056654,42.29366514
YCL002C,31.19565412,29.34582946,36.19720729,34.33279927,28.68869256,34.84748092,35.02274032,29.81648375,28.42059641
YFR004W,125.7039874,115.5219492,116.982732,106.2637456,117.9651291,124.0518039,135.5238411,150.3593827,171.1900723
YOR120W,19.55433786,22.66102201,22.87196238,31.31922378,21.10549501,32.11904006,22.42513351,19.00661084,21.2343971
YDL054C,24.6291433,23.38252487,22.16312057,22.78663184,17.80126556,21.80122413,14.4073803,21.25840901,15.04880313
YPL133C,17.86404764,23.07304059,22.56007198,21.85086242,18.7135389,18.10098444,15.76089021,13.66748107,15.47702964
YPR081C,19.4858853,19.52148926,20.06144534,18.02965249,19.91072991,22.46881878,19.74203738,25.36781143,29.42894569
YBR064W,0.242119026,0,0,0,0,0,0.198172061,0,0
YGR054W,129.5874272,141.9040365,122.2190342,124.8244184,136.4344841,137.547453,123.795044,119.6644855,129.5082945
YKL071W,1.345804455,2.300437083,2.648061159,1.1369953,1.450326323,2.100027632,1.101527819,1.473405039,1.066695112
YHR143W,113.4911249,127.0773689,101.0837925,124.3582953,139.5549413,118.8179185,140.9865412,136.4445455,149.4328487
YNR001W-A,0,0,0.406662763,0.446221397,0,0.390396252,0,0,0
YOR044W,30.8909069,24.17161163,31.86241435,33.31660648,31.55149655,32.92699384,28.69095715,28.95412228,29.95428715
YFL013W-A,0.387149227,0,0.220803194,0.363423155,0.126429443,0.105985533,0.105625955,0.100918153,0
YFL056C,19.65338574,18.17273182,20.56515263,18.14400546,17.6630651,15.87407457,17.94730671,16.38528018,16.09238315
YKR034W,7.173187649,9.355300375,7.232464561,7.936011697,8.156965107,9.573153092,10.06488707,13.42273812,12.18326679
YGL166W,23.72551871,19.26658532,19.38045403,20.97833771,18.29510606,16.84528112,32.69926821,38.66327994,45.19273641
YDR027C,39.95208855,39.33756031,37.20149125,36.2280281,37.04880057,36.31928446,37.1812069,39.01569919,40.92927928
YHR035W,7.55841339,7.404683846,9.230728862,6.375400005,7.458602076,8.366695155,8.024502077,6.895878235,7.597101814
YLR140W,2.225118408,6.91542436,1.359700648,4.475901745,2.491358102,0.783187573,1.040707265,1.740064233,3.779241884
YGR083C,81.47038946,87.06360091,81.30634307,83.64266024,79.1410804,83.53920662,75.40310072,73.12008025,66.48566042
YGL001C,78.04126308,69.23241059,80.79291997,81.51176032,86.81219242,88.67614547,82.87710498,100.1957564,116.0780875
YOL022C,59.4206696,60.41931001,65.80241343,59.42897404,63.59669098,60.39359967,54.23901418,48.18611341,39.52688331
YLL067W-A,0,0,0,0,0,0,0,0,0
YGL090W,18.9231809,22.91344446,20.11325092,21.07011581,20.54533416,19.17416534,20.7183015,22.99793083,22.40059735
YCR013C,0.480495872,0.746664277,0.685104191,0.300699427,1.412218831,0.657700023,0.65546864,1.127257333,4.12581842
YAL004W,0.160165291,0.248888092,0,0.300699427,0,0,0,0,0
YJR049C,29.8122738,31.55875998,29.7364482,27.92415384,27.29382955,26.24826259,29.30257735,33.49405048,27.98902108
YNL229C,75.86972613,63.26201978,70.3220818,73.50574881,76.4283806,78.0675092,79.3969657,89.94833112,97.84471446
YJR071W,0,0,0.240903484,0.264337676,0,0.693802035,0,0,0
YDL234C,26.04552184,23.65136876,21.60904255,22.71227071,25.10877447,28.19148936,41.19714043,81.86935633,105.8778234
YLR094C,24.39493685,27.22997476,24.10312847,24.31906615,29.42008106,26.92025509,21.31690076,23.05370815,25.73543429
YML118W,5.464835491,5.095233091,4.558268699,5.642921084,6.02310866,6.339499853,7.99533475,10.84414454,12.99441376
YHL001W,152.6396863,151.1392816,180.6811647,161.5694223,171.2418464,156.9344974,179.0131561,169.6406883,148.5805387
YKL147C,0.335905812,0.26098962,0.143683116,0.157660072,0,0,0.137467815,0,0
YDR368W,69.26875615,76.7384609,79.39028263,85.8686003,89.29247887,81.74930817,95.5780892,120.0872231,140.1032386
YGL188C-A,28.1273131,17.25327812,23.4295846,17.37076153,17.40391588,21.27659574,16.96352841,20.83815698,23.46729246
YOR378W,3.55024433,4.059594852,4.928321574,4.527402101,2.62502502,2.640663467,1.918951178,1.623888553,2.123736874
YPR014C,0,0,0,0,0,0,0,0,0
YJL011C,41.2371134,33.2021847,37.83724501,37.30594889,31.60814276,35.97280105,29.90477689,30.74403917,29.21315015
YKL177W,0.613177178,2.382109406,0.524570901,0.287799599,1.802180639,1.00717613,0.501879539,0.239755258,0.607511269
YOR221C,22.0279084,24.40759493,19.99187216,20.85775729,22.61275885,23.12502458,21.71394349,23.74197491,24.48124433
YKL069W,33.07649657,35.65253044,33.04022402,29.79309949,28.65866222,27.79304389,27.07278981,31.69723756,28.41404184
YAR007C,61.89834558,70.45628214,77.00644572,69.89286571,39.30267688,43.671211,33.97253546,40.49691276,44.15059647
YGR001C,64.17739644,78.45996844,73.6966806,88.53111761,88.56487715,88.69577538,91.407248,85.71423432,78.17004606
YLR208W,191.2398679,182.4893202,183.7578328,187.1451541,187.4705123,169.5456387,179.7032237,182.3111868,193.3817899
YBR022W,42.96726905,38.67151269,43.74409538,35.0413561,36.57108028,40.23791465,41.05619447,34.81714159,42.76286642
YOR320C,56.41521033,64.08471847,62.32720279,58.10195872,47.83618687,48.58276235,39.96492287,43.67771887,48.30682491
YGR288W,7.219611089,9.972338094,7.736036454,8.967762605,7.716021819,8.923892374,10.02770153,12.31812235,15.31732143
YDL239C,12.23252278,14.39227922,13.41747097,14.39459059,16.34980012,15.71525959,17.55710888,22.54831489,23.89271134
YML078W,208.0102871,211.2791941,236.6762437,224.5519611,215.0876283,216.1826371,225.5096797,239.4148754,222.2005726
YOR385W,26.26325046,20.68282882,22.26478626,21.08396102,23.98360732,21.666992,39.68531877,73.88146254,91.60183109
YPR099C,0.582173837,1.809332537,0.498047653,2.459231408,0.285176524,0.239062874,0.476503607,1.365796806,1.153588815
YDR128W,37.73993426,38.50528466,39.61834669,37.31840447,38.41723355,40.45393364,38.05225613,38.66084841,36.46760044
YDR326C,35.55873554,36.97435599,31.20090838,29.23246413,30.01463096,29.51905823,23.93602596,22.68142511,24.54931081
YLR330W,84.95866494,90.70457878,80.2051986,78.30377229,78.79986396,79.19328441,87.13276381,105.4892198,114.8470659
YML085C,200.4353894,199.8810206,171.4110024,134.4799354,85.44897242,87.14800286,79.87624414,88.42449981,100.7694224
YER080W,86.78687686,95.26717139,99.71638739,99.29101463,117.3200773,112.0439317,123.3752106,133.4554415,134.2390196
YHR179W,347.0899106,366.2709226,387.3567695,378.0178302,336.3260893,336.743725,308.7164593,303.5864052,306.9832278
YHR179W,347.0899106,366.2709226,387.3567695,378.0178302,336.3260893,336.743725,308.7164593,303.5864052,306.9832278
YMR117C,25.38132613,23.11203559,21.99024131,17.30030291,7.285570611,9.293988781,7.939248868,8.217508603,12.49331287
YNL272C,34.51200076,42.46572535,48.54686173,49.12899541,54.74838684,52.91607928,62.26411373,62.40474831,72.1704195
YOR381W-A,1.241041234,3.857020259,11.14791693,4.659940819,8.510896988,7.644285896,8.126241156,5.337784722,4.918294827
YPR175W,30.2516547,34.63442008,34.2783885,32.11198101,23.35663272,20.5670331,12.74929274,14.88359851,13.10039768
YJR038C,0.286262273,0,0.24489636,0,0,0,0.702908636,0,0.567234279
YBL074C,19.42398182,19.46855376,19.1097197,17.50425755,20.07621349,19.38224092,20.42936646,19.67071676,18.08982947
YOR116C,85.86705387,87.64444797,81.00514354,81.75912426,87.29759723,83.84396516,80.65611924,65.65092056,60.3551771
YKL093W,3.762705487,6.321122505,2.522985266,3.818499101,2.59037675,3.591339027,2.580320809,2.62436717,2.418121402
YDR136C,0.543497953,0.281522021,0.774934286,0.850316998,0.887437436,0.595149531,0.741412955,0.283347123,0.358983932
YML088W,40.03533441,41.50190331,39.90687512,37.33934384,41.80352344,40.26219215,44.35379189,52.75906478,54.45675294
YIL106W,39.67834358,35.68024863,24.20927844,22.12113306,25.75069186,23.985278,23.4093395,27.79995999,33.32515171
YPR197C,0.552186197,0.286022373,0.157464445,0.172781997,0,0.151165867,0.150653005,0,0
YDR059C,19.33338489,16.22323167,17.53202075,13.97438876,17.04674597,19.84757066,24.68573165,25.09736568,37.9263845
YER008C,41.16651377,45.13675553,40.25839656,39.08031478,39.84961454,40.07003767,37.07863505,37.66919816,39.17311444
YLR227C,11.54520297,9.133403139,9.876880199,9.195595572,9.528477466,11.89535535,10.42323488,8.317127702,8.041627903
YOL124C,67.30573931,60.40194524,55.19485829,48.30166558,46.82068069,58.02410584,37.22588288,30.6459188,26.04220099
YNR041C,14.45957344,18.86852241,17.44503229,16.35772607,20.4316991,17.7368401,18.58705036,19.64320403,26.26426627
YJL052C-A,0,1.353198284,0,0.817447602,1.706266263,0,0,0,0
YOR247W,214.46842,255.304837,142.2367358,153.9181402,93.97288441,87.12631295,49.25328266,43.59600353,59.78218491
YIL110W,52.95675199,50.02892297,59.38855608,52.80220894,59.22912532,61.97066722,52.55250197,41.62726858,38.60297116
YKL110C,34.57902243,38.67472333,37.77858171,33.9071358,35.17156929,38.70938567,35.06276596,33.67223737,29.45880895
Q0182,0,0,0,0,0,0,0,0,0
YHL015W-A,0,1.94012766,0,1.172003188,0,0,0,0,0
YOL164W,0,0,0,0,0,0,0,0,0
YML102W,29.03912912,31.26696491,30.32848078,24.49203248,15.88550881,15.85908417,12.84932984,14.12100491,17.08722664
YLR272C,31.17615113,30.47264533,31.29206598,23.72659032,15.41536647,17.50346573,14.39256873,14.39387331,15.70580126
YGR213C,0.761163275,0.337944587,0.558147842,0.612442379,0.213059481,0.446518274,1.335010106,4.931964401,5.602108116
YEL070W,0.274872528,0.640705288,0.764245537,0.451547647,0.47125988,0.451492748,0.78743169,0.967288454,2.587160061
YGR071C,21.99363469,21.89068131,20.90989996,19.92995506,17.30056188,20.17238822,17.34458366,16.88538153,17.33689402
YER176W,33.01280324,35.74735663,29.13808184,31.33654408,32.22181157,33.03088742,32.71717664,32.17408686,34.2943271
YPL220W,530.9888994,498.6276642,554.0440737,545.9686213,561.8737417,581.0172363,567.615767,514.7666548,472.6251608
YPL220W,530.9888994,498.6276642,554.0440737,545.9686213,561.8737417,581.0172363,567.615767,514.7666548,472.6251608
YPL159C,39.6260715,33.01021412,34.48243726,28.76105063,28.54913052,36.90552744,37.33759539,41.10432192,47.75948646
YPR068C,13.28362371,13.68531976,10.23396219,9.507170335,7.549503171,8.980772708,7.148229041,8.264424865,9.1617174
YDL115C,24.18878245,22.35349562,24.45585718,24.68460472,26.1212619,26.56282333,27.07265145,29.09030462,31.22747582
YER167W,35.44812062,36.870019,36.32843403,39.59581807,44.30448906,41.17083732,43.42132126,51.57205974,56.01610563
YGL256W,53.25774945,54.28470434,55.21474288,52.95963882,50.67298679,51.07865668,50.09264924,45.10698615,42.92797401
YMR147W,18.06907948,20.15882272,19.81799157,14.93212407,16.34048734,15.22021752,13.77812666,11.83554867,9.180572684
YDL189W,55.47400081,60.75298516,53.91465601,50.37394328,49.3934879,49.4026127,48.67902546,45.74209016,53.09197175
YPL231W,678.177315,751.0116663,754.3053515,747.6169634,775.8797645,722.7204587,767.7022567,816.3543328,798.366572
YPR045C,35.15389922,34.44138806,36.35254053,37.40864849,36.88471549,37.91212103,39.225156,42.12561008,46.39028334
YHR201C,65.58117516,65.19511968,64.13000184,64.33442813,71.56807264,75.404398,65.47950406,73.36149147,81.58474056
YBL079W,73.0078019,73.12103585,65.70273808,62.77210597,63.93596944,65.26458872,57.83705229,53.65933281,52.51899885
YLL045C,1900.27589,1953.907606,1966.473243,1959.674567,1945.283143,1835.42415,1873.478515,1676.524448,1534.974266
YJR058C,41.63791389,42.16602509,40.2238125,48.08916918,38.04241959,43.80193074,43.27039979,43.9028138,52.37761946
YNL048W,45.51778845,46.07862128,42.17186733,37.6457962,38.54907451,39.96794292,38.08033869,35.89075033,32.18554844
YDL045C,36.83261996,38.8573829,37.29185939,34.15242768,38.8435224,40.61054579,35.8631117,44.48241843,44.19248281
YKL099C,42.44295006,36.4031932,33.36256979,35.18503187,31.1858732,32.82028067,27.85898616,20.90589331,24.30206649
