,con20.9%,con2.8%,con1%,con0.5%,con0%
YMR239C,7.727187904,8.326391078,8.172820396,8.053403119,8.115422005
YMR240C,8.028622024,7.885034481,8.021723969,8.075027151,8.035056662
YMR241W,11.28457454,12.17854859,12.20305542,12.15199141,12.06031236
YMR242C,11.38628988,11.87273646,11.65558637,11.51952585,11.83085797
YMR242W-A,4.317354217,4.029750256,4.097735494,4.123263378,4.207830651
YMR243C,10.13147327,10.49445731,10.49941266,10.44020203,10.33652247
YMR244C-A,10.53846204,10.70444191,10.83230684,10.9485738,10.71220687
YMR244W,6.844357694,5.004282153,5.099844829,5.211024326,5.825555597
YMR246W,12.41142343,11.94667882,11.75018354,11.78062626,12.05052054
YMR247C,9.133933658,9.312164096,9.347165965,9.329953191,9.397636771
YMR247W-A,3.884437439,3.816359586,3.772271742,3.835619209,3.774803569
YMR250W,10.01952934,7.801736061,9.254627216,9.677980111,8.268993178
YMR251W,5.796264764,5.061295051,5.018127192,5.063604286,4.724677081
YMR251W-A,14.02932553,13.88644044,14.03932227,14.04115754,13.36804594
YMR252C,8.515953731,8.307079694,8.620223789,8.584172354,9.175901092
YMR253C,6.905668733,6.676148099,6.950975941,6.861726478,6.62928279
YMR255W,10.17768441,10.05877944,10.02169223,10.11969187,9.835536291
YMR256C,12.77688553,13.16202893,13.22875222,13.23792516,12.23750576
YMR257C,6.757553004,7.56992221,7.601140252,7.622521336,7.716558634
YMR258C,9.638628841,9.273117613,9.344310725,9.375956597,9.641917512
YMR259C,8.48306372,8.848604306,8.792497558,8.793028881,8.901192132
YMR260C,10.86212061,11.6965527,11.44147856,11.22440017,11.44058532
YMR261C,9.583677862,9.527198878,9.784840074,9.910535499,10.13976108
YMR262W,8.56923974,7.698285398,7.908059841,7.973457656,7.844767677
YMR263W,8.069903327,8.020973835,8.032883339,8.184501922,8.025534867
YMR264W,10.55172489,10.58388028,10.52355171,10.54470182,10.96552684
YMR265C,8.547135046,8.358119689,7.975491537,8.248339078,8.715570156
YMR266W,9.765535181,9.859757855,9.931293464,10.14578668,9.788356398
YMR267W,9.483236624,9.845205059,9.789603585,9.64728844,9.528016628
YMR268C,6.549903046,6.6392442,6.653952779,6.596421219,6.547621113
YMR269W,7.858755631,8.361377468,8.120619279,8.153136156,8.370830839
YMR270C,7.603594377,7.668390246,7.720654118,7.764592551,7.943338204
YMR271C,8.277700751,7.631263832,8.046294024,8.00909978,7.746936565
YMR272C,10.26770667,11.04081976,11.56651729,11.77351687,11.78292797
YMR272W-B,4.507861306,4.420718296,4.324917524,4.68527277,4.437907854
YMR273C,8.969689828,8.919757389,8.898406987,9.078331742,8.824453819
YMR274C,7.16880307,7.564671175,7.507933946,7.468545272,7.781632658
YMR275C,8.326152505,8.523889395,8.491143824,8.502963942,8.696935478
YMR276W,12.3650475,11.91805065,12.05954279,12.15393049,12.25228287
YMR277W,8.631539276,8.797564758,8.857892287,9.057595681,8.798030136
YMR278W,9.452480784,8.946663955,8.832996046,8.949437233,8.957079407
YMR279C,5.002174692,4.925128601,4.824479397,4.789757902,6.347546014
YMR280C,9.381527243,9.760591626,9.951747147,10.17767674,8.762610503
YMR281W,8.873556391,8.866283068,8.77795293,8.707122771,9.013597974
YMR282C,7.674127577,8.452434593,8.478654831,8.283073975,8.104355399
YMR283C,7.698560673,8.204484046,8.102475642,8.171055863,8.059765012
YMR284W,8.078657285,7.247177624,7.236083052,7.07130878,7.047986985
YMR285C,8.707278115,8.95167095,9.090254013,9.175428135,9.29006079
YMR286W,9.436502126,10.06984933,10.10791149,10.02999286,10.13294304
YMR287C,6.994664619,7.36052761,7.547338888,7.545135479,7.67529259
YMR288W,7.888057654,8.263717021,8.181036599,8.227163481,8.148192814
YMR289W,8.391805955,8.546519687,8.492768793,8.365739961,8.37876919
YMR290C,9.166471037,10.1181096,9.976080964,9.782456437,10.03875513
YMR291W,9.203315236,9.631994202,9.21016114,9.188811862,10.04104898
YMR292W,9.821931143,10.09785319,10.04809029,9.975507096,9.888151632
YMR293C,8.110183139,8.337657391,8.438798403,8.449785284,8.396375348
YMR294W,7.298438524,7.273406544,7.260384821,7.370791734,6.974340821
YMR295C,11.6242656,11.67563064,11.84313187,11.8870202,11.82667862
YMR296C,9.872493359,9.847513622,9.834968636,9.889471535,9.98541398
YMR297W,12.28567326,11.63708186,11.81058566,11.82282262,11.56411599
YMR298W,10.55145094,10.3321815,10.47859298,10.41796403,10.87140403
YMR299C,7.244208191,7.263163491,7.415579119,7.272389587,7.408595899
YMR300C,9.925730026,10.95125234,10.3965756,10.27540663,10.74354856
YMR301C,8.280265638,8.808319251,8.772557724,8.774158999,8.732996761
YMR302C,9.963471427,10.0871642,10.17357542,10.17468942,8.679269033
YMR303C,14.06511545,12.74248192,9.270129093,8.919511481,6.899408804
YMR304W,9.719079966,8.912667059,8.936497873,8.910337891,8.749144657
YMR305C,10.93851435,11.89628886,11.66089814,11.62722771,10.93368075
YMR306W,6.513510623,5.898776425,6.121268792,6.107870964,6.087106201
YMR307W,11.94994763,12.69933766,12.65860126,12.67609593,12.51729579
YMR308C,10.26108912,10.83627155,10.81311351,10.72496929,10.83133276
YMR309C,10.05045507,10.8541934,10.68149177,10.30979983,10.54903245
YMR310C,8.77108364,9.163555474,9.013786516,9.081208435,9.074225345
YMR311C,11.48817056,10.90880383,10.94556125,11.01661221,10.99705899
YMR312W,9.433984861,9.7611197,9.590059723,9.394049301,9.289016569
YMR313C,9.398586251,9.16876108,9.243605239,9.393670923,9.325006315
YMR314W,11.27173216,11.30142802,11.25148566,11.18429831,11.27693124
YMR315W,10.86048722,10.21174784,10.36158283,10.16248634,10.37425109
YMR315W-A,4.426884533,4.043016187,4.179558668,4.217306289,4.291140767
YMR316W,7.096143861,7.053855468,7.14403983,7.533046135,7.072415709
YMR317W,4.352712271,4.011039946,4.022966519,3.991735864,5.563767675
YMR318C,10.32558234,11.14477344,10.60018427,10.33885701,11.55833009
YMR319C,5.209386375,5.073021907,6.252297125,6.230995992,8.786149042
YMR321C,9.321690425,9.256135183,9.244268494,9.117964458,9.299025102
YMR322C,10.36144441,8.001746727,8.829762713,8.991208944,7.550478628
YMR323W,11.11038962,8.650392005,8.844970473,8.817822619,8.239985783
YNL001W,8.752660048,9.361714483,9.161173397,9.121322746,9.143621992
YNL002C,9.565512894,10.1322462,10.08187472,9.966606322,10.07283793
YNL003C,9.111265912,9.169473887,8.899508814,8.978599805,9.223084392
YNL004W,9.809623722,9.988703394,10.00807341,9.95716657,9.97721879
YNL005C,9.408093493,9.822212426,9.860225519,9.831981557,9.766188757
YNL006W,9.385430361,9.048095576,9.148081652,9.142889085,9.091019326
YNL007C,13.05641006,11.89925864,12.00499188,12.07509506,11.99071314
YNL008C,8.88696021,8.659298069,8.695358955,8.646128307,8.874110321
YNL009W,10.5852094,8.31729805,7.689548184,7.572880357,7.482305517
YNL010W,9.478106682,10.27518204,10.1892579,10.03242163,10.76564485
YNL011C,8.175170058,7.921561926,7.944224067,7.957296657,8.214187939
YNL012W,7.983772732,6.930685074,6.672785063,6.532333911,5.83153928
YNL014W,11.42380754,7.256381522,7.170094727,7.402438215,7.324353028
YNL015W,12.47026425,12.7265425,12.83866343,12.78832327,12.25310034
YNL016W,10.90574291,11.20327459,11.33954607,11.32467968,11.4614159
YNL018C,4.190560725,4.066199834,4.01416627,4.051964756,4.277633864
YNL020C,7.703821707,7.229017826,7.147963473,7.186160683,7.547021341
YNL021W,7.094870079,7.594351524,7.571629261,7.368489234,7.752873073
YNL022C,8.055853222,8.62594667,8.480070584,8.569045428,8.737714393
YNL023C,8.875651842,8.740053472,8.734034752,8.83757339,8.956931864
YNL024C,5.953056724,5.591972526,5.775703465,5.819205783,6.852523267
YNL024C-A,8.591786598,8.93089633,8.765067859,8.672397716,9.448420389
YNL025C,7.052963984,6.696841761,6.70039149,6.651922128,6.918735868
YNL026W,8.884117237,8.979174489,8.968391455,8.991046105,8.979628268
YNL027W,8.71471637,8.502989343,8.693153696,8.622384832,8.274789568
YNL029C,7.548388491,7.423049711,7.435763689,7.534925639,7.840605339
YNL031C,11.21962826,11.85607835,11.92242663,11.93315065,12.27016088
YNL032W,8.575617985,8.62262574,8.555921375,8.799334716,8.927466153
YNL033W,4.913816443,4.358441414,4.404035761,4.397350087,4.668753232
YNL034W,6.625143117,5.48889439,5.212580522,5.033420156,5.126571001
YNL035C,7.465251742,7.856732042,7.848438526,7.649518605,7.789425368
YNL036W,13.90108223,14.05795113,14.040167,14.00346857,14.08809967
YNL037C,11.22513199,11.98646766,11.72474981,11.33577619,11.17458809
YNL038W,7.580524677,8.066800538,7.832160397,7.952238038,8.421382089
YNL039W,8.280058366,8.200416457,8.194371797,8.362093209,8.185500436
YNL040W,9.104192089,9.100391662,9.090923881,8.873762798,8.749760386
YNL041C,7.275283414,7.515753011,7.538972969,7.495601544,7.87812096
YNL042W,7.784076416,7.613909175,7.608356766,7.684426442,7.374546358
YNL042W-B,4.399395765,4.298864892,4.268712126,4.263286645,4.212010356
YNL044W,11.15978715,11.85199264,11.76733579,11.75848893,11.36131874
YNL045W,10.66129431,10.45794935,10.4366376,10.39763782,10.63915111
YNL046W,7.746638794,8.268414199,8.470114879,8.578193129,8.622047352
YNL047C,8.270469093,8.315128305,8.352147734,8.283271272,8.069863843
YNL048W,9.521753135,9.530545607,9.528555754,9.613486999,9.495652189
YNL049C,8.703143451,8.857617408,8.837361411,8.912209328,9.246026682
YNL050C,9.125770914,9.094629397,8.9923574,9.069887077,9.106263871
YNL051W,8.189227628,8.226993802,8.077351928,8.10808204,8.198487581
YNL052W,12.63800322,13.23793761,13.30844926,13.18071749,12.0602048
YNL053W,9.136085902,9.559262622,9.606985349,9.667887494,9.162033749
YNL054W,8.464928616,8.485122587,8.597928706,8.566640998,8.814120394
YNL055C,13.55063828,13.70344171,13.78656723,13.8681883,13.71089719
YNL056W,9.040928919,9.373047603,9.09207915,9.181895348,9.532118715
YNL058C,8.485884318,8.712713339,9.105427169,8.986510159,8.583834824
YNL059C,8.917858392,8.757140542,8.789382276,8.979923375,8.999334738
YNL061W,10.21013961,10.82435497,10.61455166,10.5268706,10.65124169
YNL062C,8.890469545,9.343555579,9.250490722,9.266748942,9.107233257
YNL063W,8.66251429,8.798594124,8.81296477,8.961248269,9.036638834
YNL064C,13.01680119,12.50169147,12.58453402,12.61461321,12.32533322
YNL065W,6.581039911,6.09065361,5.92417758,6.629097481,10.7219128
YNL066W,9.716382691,9.892766728,10.32460263,10.53530749,11.39095084
YNL067W,11.20614846,11.79373421,11.76945355,11.56458724,11.79006208
YNL067W-B,4.22694799,3.986692177,4.053324738,3.995941597,4.169457842
YNL068C,8.659035685,8.423830203,8.493205789,8.545379646,8.510995263
YNL069C,12.4536539,12.91932839,12.82685134,12.6184501,13.01209495
YNL070W,9.956678804,10.74430423,10.92317377,10.7693892,10.98463501
YNL071W,12.67021053,12.29371787,12.45661037,12.45463413,12.51977179
YNL072W,9.136579687,9.296102327,9.257084166,9.368584214,9.141539686
YNL073W,8.737893295,8.865333919,9.12958036,9.148013224,8.874224587
YNL074C,9.661674503,9.380244191,9.423913375,9.428867192,9.625115007
YNL075W,8.841159605,9.284305621,9.115060338,9.025031254,9.267544744
YNL076W,8.824073023,8.724867075,8.805817191,8.846450354,8.764168974
YNL077W,9.684103361,8.459542795,8.567416974,8.569331334,8.893551955
YNL078W,8.862608488,8.868861357,8.979088376,8.865077397,8.407497582
YNL079C,11.41835148,11.35217578,11.26297797,11.29539994,11.43392483
YNL080C,9.841153641,9.649000631,9.731606287,9.689079657,9.948864908
YNL081C,8.976189132,9.236733807,9.308027771,9.185533031,9.180671863
YNL082W,7.981608319,8.129379123,8.130738518,8.270522157,8.094769994
YNL083W,8.356080836,8.652585188,8.788977886,8.784336143,8.40821435
YNL084C,9.09941128,9.301996205,9.281642659,9.262537689,9.467869205
YNL085W,9.981153876,10.11767134,10.13001889,9.96679944,10.3402405
YNL086W,8.378021254,8.713424344,8.598488347,8.723949901,8.629042195
YNL087W,9.804792338,9.855771906,9.707849666,9.796126511,10.0552476
YNL088W,10.06510039,9.934796413,9.87039163,9.934843608,10.0217386
YNL090W,8.878838573,9.30317816,9.129890017,8.968710921,9.217867163
YNL091W,10.71856155,10.35903881,10.35381722,10.51770439,10.34979766
YNL092W,8.588522554,7.248873313,7.391690896,7.371952388,6.726470956
YNL093W,7.781686024,6.982507447,6.893451537,6.876540057,6.531248966
YNL094W,9.163273685,9.000019903,9.120865988,9.197206248,9.405267145
YNL095C,8.297901254,7.565014658,7.48621561,7.747849786,8.318189173
YNL096C,11.33932418,11.7745366,11.63346255,11.39125673,11.83453677
YNL097C,9.764125531,9.171602376,9.282168907,9.502388231,9.130758572
YNL097C-A,3.905330615,3.985298885,3.978347084,3.924676084,4.277838429
YNL098C,11.05927779,10.73803944,10.68053639,10.70510927,10.9501432
YNL099C,10.35673414,10.33147018,10.31733854,10.32084141,10.49279457
YNL100W,11.38159433,11.71857637,11.73457645,11.58200406,10.28354675
YNL101W,9.169974506,10.06364326,9.959693368,9.812734726,9.419640796
YNL102W,9.250597071,9.934448414,9.977941454,10.06554934,9.792402736
YNL103W,10.0122812,9.606307081,9.757801202,9.822509428,9.9100722
YNL104C,13.36413498,12.72755079,12.71555032,12.76602649,12.40433567
YNL106C,7.961432201,8.032544627,7.934463953,8.124111166,7.912085869
YNL107W,8.849787685,8.364729139,8.40264867,8.344552544,8.38403693
YNL108C,7.567067309,7.615488048,7.688203766,7.509543104,8.042706137
YNL110C,9.962914557,10.18078747,9.948549156,9.887606619,10.17383273
YNL111C,11.02386437,11.15958797,11.28502202,10.94563905,11.16044214
YNL112W,9.519394079,10.85038988,10.58593199,10.541188,9.939451103
YNL113W,9.881762983,10.31077647,10.07304932,10.0577082,10.51080839
YNL115C,10.63631714,9.468537172,9.767356855,9.781150243,9.364044506
YNL116W,10.05455264,9.543187496,9.63798885,9.692012243,9.817366132
YNL117W,11.22237684,10.68639694,9.559188167,9.254554709,6.372228364
YNL118C,8.980272634,8.816743604,8.802312522,8.934705111,9.017705455
YNL119W,8.545991322,8.939001366,8.860493255,8.796643619,8.744664069
YNL121C,10.20516497,10.41524675,10.56348376,10.40997139,10.41738606
YNL122C,7.951931554,8.618906895,8.477157553,8.372736855,8.533356445
YNL123W,10.30012123,10.76902242,10.73817869,10.74034634,10.77747081
YNL124W,8.78282517,8.957808186,8.808574958,9.007114959,8.897487355
YNL125C,9.464756798,9.465743828,9.228214448,9.071150967,8.628124965
YNL126W,6.832713838,7.166060928,7.090593394,6.982894287,7.50248591
YNL127W,8.025008434,8.175897701,8.069558586,8.170555781,8.141149435
YNL128W,6.203887115,6.017459344,6.123347181,6.10957856,5.848348895
YNL129W,8.719395267,8.607587834,8.719236527,8.561435955,8.95550022
YNL130C,10.71162798,10.91696435,10.83848623,10.83725732,10.58280764
YNL130C-A,4.969798164,4.381459453,4.343531276,4.306931648,4.37138301
YNL131W,10.39711452,10.83622242,10.87453717,10.52776206,10.85560587
YNL132W,8.659961744,9.352280482,9.192557602,9.018160276,9.361480189
YNL133C,8.88037902,8.663589576,8.732788383,8.560826418,8.23869484
YNL134C,10.03753719,9.695654996,10.50568387,11.27551001,11.43873843
YNL135C,12.7055506,12.99407261,12.86202677,12.70085333,12.91002242
YNL136W,9.013287935,8.71606945,8.667954614,8.888582219,8.805189702
YNL137C,9.238314834,9.812430985,10.04252777,10.0255142,9.813370154
YNL138W,11.15189094,10.80364329,10.8225074,10.81799656,11.12077495
YNL138W-A,8.51171618,8.809143698,8.649167202,8.78702687,8.602753157
YNL139C,9.897370257,9.905859405,9.926858377,10.07821094,9.945745106
YNL141W,8.823068532,9.996426598,9.891035958,9.794666382,9.109237543
YNL142W,11.49769127,12.80141796,12.4702051,11.66389941,9.479556854
YNL144C,8.003364072,8.309422774,8.504309807,8.847456021,8.754063081
YNL145W,6.169183812,6.091497801,6.055652697,6.039328146,5.53002269
YNL146C-A,4.912217005,4.325663847,4.295247218,4.17397704,4.333792026
YNL146W,7.178843917,6.693884147,6.596263522,6.489586614,6.785389662
YNL147W,8.563340775,8.662041324,8.485795849,8.360348785,8.695415588
YNL148C,7.061915697,7.123909441,7.215498491,7.406619309,7.523494381
YNL149C,10.38460039,10.35947848,10.20150388,10.18748994,10.4120907
YNL151C,8.322873566,8.894413293,8.697275497,8.60778181,8.914031354
YNL152W,9.175617781,9.129874999,9.191515625,9.149667436,9.198953746
YNL153C,9.205334093,9.456397818,9.331447508,9.279378958,9.583396392
YNL154C,9.746351831,10.15608344,10.06340599,10.13365453,10.28228158
YNL155W,10.98270327,10.79944625,10.90294413,10.89031044,11.16018603
YNL156C,10.50525589,10.45191463,10.5118986,10.38779282,10.09498515
YNL157W,11.31807823,10.82171139,10.84127488,10.99025725,11.05287187
YNL158W,7.796358677,7.899937191,7.941510716,7.727258386,8.070301513
YNL159C,8.270106583,7.530171247,7.598516653,7.6353052,7.963982797
YNL160W,13.13500569,11.68313891,12.50733647,12.58884339,10.53769733
YNL161W,9.127563805,8.92278384,9.018628263,9.033351226,9.107486584
YNL162W-A,5.358778574,5.68696103,5.487695106,5.490387339,5.903934288
YNL163C,8.471691934,8.600870416,8.553217592,8.580958406,8.705017414
YNL164C,8.68820825,8.588926444,8.501483613,8.594499732,8.405021758
YNL165W,9.410160842,8.889704676,8.744981149,8.70777908,8.855042284
YNL166C,8.766537428,8.948154725,8.921496203,8.95817334,9.092214308
YNL167C,8.96476458,8.733509953,8.862571321,8.871162094,8.882369827
YNL168C,8.714734826,8.974314101,8.702946392,8.702399131,8.419083324
YNL169C,9.386251109,10.1779332,10.23050722,10.19779189,9.897120072
YNL172W,8.250768754,8.218020147,8.295586487,8.305760074,8.127948459
YNL173C,10.97092582,10.63157312,10.69276195,10.62023692,9.164368699
YNL175C,8.433377037,9.295988612,9.015989729,8.859451033,8.923684564
YNL176C,10.02168226,10.25463204,10.42766477,10.30828837,10.3884829
YNL177C,9.244696716,9.67336141,9.701907167,9.536718073,9.541107901
YNL178W,13.14614955,13.42441351,13.32289671,13.25187876,13.47063837
YNL180C,11.5370675,10.97184722,11.16556798,11.25998092,11.27069333
YNL181W,9.34997048,9.696835502,9.658031791,9.594694576,9.775187547
YNL182C,6.443981092,7.071795086,6.841722787,6.887916373,6.996408146
YNL183C,9.905020624,10.19739933,10.32738476,10.18298778,9.997030176
YNL185C,9.217964561,9.673711443,9.67750224,9.794196368,9.909128143
YNL186W,11.71646758,11.57516042,11.56483538,11.6733534,11.45206788
YNL187W,6.936769972,6.612124321,6.927426395,7.146348286,6.698217983
YNL188W,6.764330293,7.190066482,7.167695469,7.258810208,7.57226066
YNL189W,10.7976443,10.76010403,10.61266403,10.38610097,10.75259709
YNL190W,11.75425818,11.73696385,11.99960916,11.8831994,11.81868316
YNL191W,8.647802019,8.404550171,8.321371059,8.376784952,8.657853593
YNL192W,9.521539255,9.551177072,9.565203568,9.488401399,9.11935764
YNL193W,8.272707675,8.148452605,8.043711953,8.144813435,8.349848659
YNL194C,10.5843836,8.001247722,8.340416566,8.032101978,5.826301512
YNL195C,12.48336374,8.893079297,9.355655391,9.626962693,8.083465967
YNL196C,5.70432038,4.332705745,4.334935152,4.331262517,4.488865912
YNL197C,8.671544191,8.992715644,8.946565254,8.861902242,8.781788549
YNL199C,8.779469622,8.872363106,8.846845109,8.938689643,8.788155994
YNL200C,11.0542776,9.871461104,10.15411773,10.26486911,10.29338709
YNL201C,6.665744799,7.327370461,7.25952053,7.383215915,7.297818104
YNL202W,11.65501672,10.54201034,9.9685625,9.88735524,9.251051449
YNL204C,7.156553349,6.650382449,6.551330426,6.55705007,6.8348525
YNL206C,8.72602711,8.65572993,8.669426263,8.796441599,8.698202071
YNL207W,8.626377696,9.02644349,8.899800095,8.850259873,9.09878141
YNL208W,13.31978446,12.78994908,12.72217509,12.74741394,12.64244811
YNL209W,12.68381911,13.24424431,13.14178932,13.12906995,13.17567023
YNL210W,5.167584333,4.426771016,4.46441584,4.413048503,4.776874405
YNL211C,7.246728024,7.615483037,7.490056353,7.434400428,7.578617143
YNL212W,9.636933218,9.613600842,9.725066135,9.751155654,9.656414887
YNL213C,8.287759058,8.610116787,8.61669861,8.650765621,8.769910787
YNL214W,7.054698454,6.877349442,6.884665964,6.801799632,7.01164863
YNL215W,9.263604354,8.940945757,8.792550348,8.831922352,8.724796259
YNL216W,8.750378911,9.197075258,9.186675262,9.15505481,9.333153733
YNL217W,7.467129044,8.128677937,8.468092464,8.581995041,8.493720105
YNL218W,7.188099022,7.064510465,7.214318833,7.351547691,7.660926105
YNL219C,9.935535953,9.636077764,9.776915387,9.747477373,9.983300444
YNL220W,11.22753061,11.98990998,11.93864018,11.86837156,12.21577209
YNL221C,9.56575328,9.615135741,9.556257769,9.801337738,9.680873361
YNL222W,8.709235187,8.968222721,8.836445887,8.63321078,8.640073998
YNL223W,6.954912195,6.227262669,6.292692673,6.494378753,6.331602653
YNL224C,6.822615607,6.662111225,6.79355987,6.752038911,7.071161222
YNL225C,8.45579919,8.598328271,8.65160552,8.614883685,8.68196234
YNL227C,8.687755841,8.59999345,8.481765502,8.70094417,8.535886731
YNL229C,9.779187759,9.889957337,9.897732589,9.791963519,9.97762789
YNL230C,7.597173184,7.067239769,7.2034888,7.397744354,7.486458771
YNL231C,8.750783288,9.107343591,9.161607887,9.121921187,8.364072509
YNL232W,9.618128766,9.61851043,9.566049624,9.719491116,9.700373455
YNL233W,8.790649404,8.817797063,8.816881559,8.962593844,8.841543325
YNL234W,5.972039352,4.991562953,5.296442222,5.405950652,5.525803885
YNL236W,8.382868517,8.63119002,8.600798374,8.573671652,8.822765281
YNL237W,9.094582567,9.169874252,9.246956572,9.072969306,5.35935809
YNL238W,7.860646303,8.192140399,8.138480471,8.111114788,8.117751361
YNL239W,10.90491082,10.8391069,10.7228488,10.51734113,10.5906498
YNL240C,10.35397708,10.20540986,10.32485495,10.45895121,10.14095636
YNL241C,11.9633834,11.94026907,12.29237917,12.43134748,12.40451414
YNL242W,8.811739342,8.657718911,8.947401512,9.228371065,8.487192219
YNL243W,10.45932893,10.48968719,10.57502129,10.67110088,10.70866082
YNL244C,11.5398908,11.69725927,11.64629972,11.55147985,11.87065436
YNL245C,7.234048066,6.953281052,7.041066496,7.223164244,7.175028973
YNL246W,9.820294709,9.446810199,9.548185126,9.849192274,9.336041775
YNL247W,9.672964736,10.33331878,10.19492811,10.11811372,10.38873592
YNL248C,8.755635704,9.562276481,9.358291543,9.060659776,9.163365951
YNL249C,6.839847343,6.842016435,6.690982662,6.682550364,6.487819081
YNL250W,7.882999802,7.671776779,7.66679793,7.758459829,7.639114697
YNL251C,10.23780435,9.733343293,9.716744679,9.711567239,9.55154642
YNL252C,9.446474052,9.944257499,10.00110883,9.853720792,10.02025014
YNL253W,7.861433227,8.073133338,7.973262347,7.860070434,7.929649744
YNL254C,7.049676097,7.156688828,7.322564313,7.213836705,7.537783546
YNL255C,11.12612269,11.89288497,11.68085756,11.52552586,11.8096956
YNL256W,8.30379658,8.854477144,8.929209867,8.98239276,9.034756727
YNL257C,9.134755002,9.284519249,9.316468053,9.414133454,9.362617524
YNL258C,8.756910882,8.969178418,9.022539156,9.16528055,8.927709191
YNL259C,9.520987696,10.22719347,10.29325247,10.09313875,10.47720991
YNL260C,6.608484059,6.541925081,6.282936943,6.21651229,6.349848747
YNL261W,7.90380636,7.88016009,7.645189555,7.597229492,7.572607075
YNL262W,8.428748369,8.543870196,8.672902014,8.846494732,8.74471705
YNL263C,9.980239036,10.06758332,10.08481438,10.00988589,10.26735704
YNL264C,7.820240427,7.097310306,7.055499002,6.953825934,7.823333268
YNL265C,9.621010408,9.268670294,9.17747131,9.039979562,8.871116647
YNL267W,9.40633574,9.361664355,9.367760098,9.375492389,9.184234507
YNL268W,10.51275145,10.86636131,10.82740255,10.83652082,11.15834302
YNL269W,5.174431434,6.170347261,5.979462674,6.074349327,5.065459545
YNL270C,7.392646353,8.220307572,8.16998555,7.95798812,5.534899279
YNL271C,9.359888121,8.778102625,8.918608457,9.192083871,9.115660269
YNL272C,7.631137802,7.739997556,7.629415633,7.632793324,8.035762248
YNL273W,7.923918349,8.038525673,8.058527576,8.168442575,8.255742695
YNL274C,11.12061387,10.06301555,10.05866525,10.01077203,9.38315325
YNL275W,8.607011647,8.382543541,8.376604384,8.264510337,8.437749876
YNL277W,10.75890919,11.23971364,11.31304573,11.31446644,11.45706052
YNL277W-A,4.442486935,5.214437411,6.083952518,5.912374869,6.151174881
YNL278W,8.793795371,8.80433169,8.830469451,9.265741066,9.258616092
YNL279W,7.126476681,9.319425023,9.121872575,8.965400351,6.509774135
YNL280C,10.77399229,10.24759866,10.39597356,10.49462526,11.55275813
YNL281W,10.90201269,10.59272049,10.57577697,10.61011348,10.83455162
YNL282W,7.309190732,7.488772936,7.481571551,7.365970347,7.684914214
YNL283C,10.27210311,10.84325916,10.67239582,10.76724613,10.41626463
YNL284C,10.43255019,10.72356529,10.77969708,10.76293224,10.82761591
YNL286W,8.549439466,8.380717149,8.376047284,8.423702693,8.540833871
YNL287W,10.96468938,10.93501664,11.01193752,10.98110065,11.37868778
YNL288W,9.147212633,9.210168809,9.191097009,9.080494341,9.152412298
YNL289W,9.120094556,9.587932703,9.661441085,9.757124904,9.727666644
YNL290W,9.422837101,9.513056279,9.548461474,9.611426176,9.892987974
YNL291C,8.61571237,8.44586327,8.564000887,8.592493662,8.845903362
YNL292W,8.22574325,8.69387175,8.561275317,8.476100614,8.508420599
YNL293W,8.516302066,8.122368399,8.218649635,8.185285318,8.520194123
YNL294C,9.59382901,9.234463517,9.251881469,9.381536197,9.826070974
YNL295W,8.096979938,8.309005625,8.269919223,8.313328808,8.099796483
YNL297C,9.07204528,9.030038857,9.113561874,9.137140794,9.358410083
YNL298W,8.446080176,9.288071344,9.240211554,9.177310073,9.009305886
YNL299W,7.631056434,7.784970858,7.761595448,7.994588476,8.352728544
YNL300W,11.20659557,11.86232241,11.85168919,11.79456233,11.72689126
YNL301C,11.48487211,11.96139255,11.84757298,11.66912472,12.00060857
YNL302C,12.85864903,13.10941261,12.96881432,12.94629558,13.05584906
YNL304W,7.080183461,7.067487208,6.970244144,7.076326048,7.160390501
YNL305C,11.41353353,10.95566935,11.15682477,11.17983882,11.00742228
YNL306W,10.14366625,10.72853766,10.80640908,10.79581136,10.85371897
YNL307C,10.24805654,10.26188435,10.37953117,10.09321903,9.951769665
YNL308C,9.643315007,9.987564397,9.962778779,10.039844,10.18032851
YNL309W,7.939571811,7.595427735,7.845584349,7.936822494,7.922288472
YNL310C,8.953869511,8.938356922,8.902003239,9.045159665,9.163273973
YNL311C,8.231745915,8.012723387,8.119739271,8.155349867,8.023643564
YNL312W,10.41160072,10.25704429,10.35138331,10.30594186,10.66838504
YNL313C,8.951390177,9.271716795,9.189123458,9.241975127,9.486964169
YNL314W,9.071664743,8.829012852,8.82768568,8.863634474,8.510345463
YNL315C,9.440775183,10.04220252,10.16178835,10.14417367,9.89559581
YNL316C,8.005398058,8.107429503,7.96864551,7.905264965,8.072318104
YNL317W,9.353704606,9.329461031,9.323232034,9.399571715,9.33668819
YNL318C,6.538381849,5.250457088,5.343528269,5.185764554,5.823195258
YNL320W,8.634648481,8.776859729,8.761331788,8.552441139,8.859365466
YNL321W,10.01859211,9.902592453,9.993236987,10.02821989,9.950316289
YNL322C,11.89146705,11.61773924,11.73950913,11.67257068,11.65878728
YNL323W,9.43474678,9.498066994,9.604856283,9.509804473,9.783536316
YNL325C,8.611312798,8.464498358,8.542713323,8.558329566,8.539032914
YNL326C,8.280869773,8.50251289,8.456366473,8.250747444,8.300831476
YNL327W,11.33139802,11.36536509,11.67489987,11.71530368,12.20135468
